Title,Author,Location,Journal,Material_0,Material_Main,Material_2,Material_3,Additive Species,Additive_1,Additive_2,Additive_3,Additive_4,Application Rate (%DW),Initial Moisture Content (%),Initial pH,Initial TN (%),Initial TC (%),Initial C/N (%),Initial EC (ms/cm),Initial GI (%),Initial FW (kg),Initial DW (kg),Initial NH3-N (g/kg),Initial NO2-N (g/kg),Final Moisture Content (%),Final pH,Final TN (%),Final TC (%),Final C/N (%),Final EC (ms/cm),Final GI (%),Final FW (kg),Final DW (kg),Final NH3-N (g/kg),Final NO2-N (g/kg),TN loss (%),NH3-N (g),N2O-N (g),NH3-N loss (%),N2O-N loss (%),TC loss (%),CH4-C (g),CO2-C (g),CH4-C loss (%),CO2-C loss (%),Method,M1_isEnclosed,M2_isTurning,M3_isForce aeration,M4_isVessel,M5_isReactor,Period (d),Compost volume (m3),Initial density (kg/L),V1_Ventilation Type,V2_Ventilation Interval (min),V3_Ventilation Duration (min),V4_Ventilation Day,V5_Ventilation rate (L/min/kg iniDW),V6_Extra,Turning times
"Influence of medical stone amendment on gaseous emissions, microbial biomass and abundance of ammonia oxidizing bacteria genes during biosolids composting","Mukesh KumarAwasthi et al.,2018",China,Bioresource Technology,Sewage sludge,Sewage sludge,Wheat straw,,None,,,,,0,56.23,7.43228,1.78,44.89,25.0965,,,,,0.432228,,,6.02594,,,29.8456,,,,,3.8598,,,1.00716796,,,,,,250.0184,,,Reactor,1,1,1,1,1,42,0.1,0.5,Continuous,0,,42,,,9
"Influence of medical stone amendment on gaseous emissions, microbial biomass and abundance of ammonia oxidizing bacteria genes during biosolids composting","Mukesh KumarAwasthi et al.,2018",China,Bioresource Technology,Sewage sludge,Sewage sludge,Wheat straw,,Physical,Medicine stone,,,,2,,7.50144,,,25.5598,,,,,0.400794,,,7.13256,,,18.9575,,,,,1.9659,,,1.31930642,,,,,,492.00003,,,Reactor,1,1,1,1,1,42,0.1,0.5,Continuous,0,,42,,,9
"Influence of medical stone amendment on gaseous emissions, microbial biomass and abundance of ammonia oxidizing bacteria genes during biosolids composting","Mukesh KumarAwasthi et al.,2018",China,Bioresource Technology,Sewage sludge,Sewage sludge,Wheat straw,,Physical,Medicine stone,,,,4,,7.5879,,,25.8301,,,,,0.377219,,,7.65706,,,19.6911,,,,,1.35292,,,9.0499464,,,,,,593.83491,,,Reactor,1,1,1,1,1,42,0.1,0.5,Continuous,0,,42,,,9
"Influence of medical stone amendment on gaseous emissions, microbial biomass and abundance of ammonia oxidizing bacteria genes during biosolids composting","Mukesh KumarAwasthi et al.,2018",China,Bioresource Technology,Sewage sludge,Sewage sludge,Wheat straw,,Physical,Medicine stone,,,,6,,7.64553,,,25.9073,,,,,0.345785,,,7.83573,,,16.6409,,,,,0.449194,,,1.9685552,,,,,,697.981621,,,Reactor,1,1,1,1,1,42,0.1,0.5,Continuous,0,,42,,,9
"Influence of medical stone amendment on gaseous emissions, microbial biomass and abundance of ammonia oxidizing bacteria genes during biosolids composting","Mukesh KumarAwasthi et al.,2018",China,Bioresource Technology,Sewage sludge,Sewage sludge,Wheat straw,,Physical,Medicine stone,,,,10,,8.06628,,,25.9846,,,,,0.306492,,,8.23919,,,16.9498,,,,,0.386326,,,6.06382262,,,,,,786.054716,,,Reactor,1,1,1,1,1,42,0.1,0.5,Continuous,0,,42,,,9
添加小麦秸秆生物质炭对猪粪堆肥腐熟程度及温室气体排放的影响,"Jinsha Tao et al.,2014",China,Chinese Journal of Soil Science (in Chinese),Manure,Swine manure,,,None,,,,,0,65,7.67701,2.157,36.137,16.75336115,1.19377,,,,5.02059,0.726086,,8.2917,1.669,,,1.7301,,,,0.0613797,1.07821,22.64,,,,,,,,,,Windrow,0,1,0,0,0,52,,,None,,,,,,13
添加小麦秸秆生物质炭对猪粪堆肥腐熟程度及温室气体排放的影响,"Jinsha Tao et al.,2014",China,Chinese Journal of Soil Science (in Chinese),Manure,Swine manure,,,Physical,Biochar,,,,23,65,8.00046,1.958,38.5,24.09261577,1.08997,,,,2.44913,0.277698,,7.87123,1.657,,,1.22837,,,,0.0205892,1.64404,15.38,,,,,,,,,,Windrow,0,1,0,0,0,52,,,None,,,,,,13
添加小麦秸秆生物质炭对猪粪堆肥腐熟程度及温室气体排放的影响,"Jinsha Tao et al.,2014",China,Chinese Journal of Soil Science (in Chinese),Manure,Swine manure,,,Physical,Biochar,,,,57,65,8.06919,1.823,41,22.49040044,1.41869,,,,2.10225,0.630013,,7.87931,1.661,,,1.36678,,,,0.0409715,2.64759,8.88,,,,,,,,,,Windrow,0,1,0,0,0,52,,,None,,,,,,13
添加小麦秸秆生物质炭对猪粪堆肥腐熟程度及温室气体排放的影响,"Jinsha Tao et al.,2014",China,Chinese Journal of Soil Science (in Chinese),Manure,Swine manure,,,Physical,Biochar,,,,122,65,8.28752,1.675,44.2,26.3880597,3.06228,,,,2.18385,0.234994,,8.09763,1.486,,,4.30796,,,,0.0409457,1.36646,11.28,,,,,,,,,,Windrow,0,1,0,0,0,52,,,None,,,,,,13
Biochar combined with gypsum reduces both nitrogen and carbon losses during agricultural waste composting and enhances overall compost quality by regulating microbial activities and functions,"Qu et al., 2020",China,Bioresource Technology,Manure,Poultry manure,Straw,,None,,,,,0,60,7.99441,1.99,39.8,20,1.66809,0,,,0.199292,0.236807,,7.79301,,,,1.49261,77.6786,,,0.107297,4.68327,38.7288,,,12.9281,,63.5179,,,,18.3728,Reactor,1,1,1,1,1,91,0.25,,,,,,,,13
Biochar combined with gypsum reduces both nitrogen and carbon losses during agricultural waste composting and enhances overall compost quality by regulating microbial activities and functions,"Qu et al., 2020",China,Bioresource Technology,Manure,Poultry manure,Straw,,Physical,Biochar,,,,12.5,60,7.90629,2.02,40.4,20,1.03829,0,,,0.160717,0.23735,,7.75524,,,,1.06706,107.143,,,0.0430085,3.88612,30.5921,,,9.06668,,57.0893,,,,12.9586,Reactor,1,1,1,1,1,91,0.25,,,,,,,,13
Biochar combined with gypsum reduces both nitrogen and carbon losses during agricultural waste composting and enhances overall compost quality by regulating microbial activities and functions,"Qu et al., 2020",China,Bioresource Technology,Manure,Poultry manure,Straw,,Chemical,Gypsum,,,,12.5,60,7.55385,1.93,38.6,20,2.45106,0,,,0.270006,0.236715,,7.05035,,,,2.87134,90.5357,,,0.145869,2.44128,28.3129,,,4.30644,,59.3214,,,,14.645,Reactor,1,1,1,1,1,91,0.25,,,,,,,,13
Biochar combined with gypsum reduces both nitrogen and carbon losses during agricultural waste composting and enhances overall compost quality by regulating microbial activities and functions,"Qu et al., 2020",China,Bioresource Technology,Manure,Poultry manure,Straw,,Mixture,Biochar ,Gypsum,,,25,60,7.45315,1.96,39.2,20,1.92341,0,,,0.289292,0.236725,,7.1007,,,,2.34367,109.286,,,0.113726,2.69039,20.4619,,,2.61249,,46.2857,,,,8.07692,Reactor,1,1,1,1,1,91,0.25,,,,,,,,13
Biochar combined with gypsum reduces both nitrogen and carbon losses during agricultural waste composting and enhances overall compost quality by regulating microbial activities and functions,"Qu et al., 2020",China,Bioresource Technology,Manure,Poultry manure,Straw,,None,,,,,0,60,7.61678,7.87,196.75,25,1.33901,0,,,0.132858,0.607654,,7.6042,,,,0.720965,84.6429,,,0.0987238,6.92527,31.9196,,,10.7421,,63.4286,,,,19.2604,Reactor,1,1,1,1,1,91,0.25,,,,,,,,13
Biochar combined with gypsum reduces both nitrogen and carbon losses during agricultural waste composting and enhances overall compost quality by regulating microbial activities and functions,"Qu et al., 2020",China,Bioresource Technology,Manure,Poultry manure,Straw,,Physical,Biochar,,,,12.5,60,7.67972,1.78,44.5,25,0.896463,0,,,0.0814295,0.609379,,7.51608,,,,0.465645,117.321,,,0.047292,6.87544,21.7826,,,7.72635,,54.8571,,,,10.9172,Reactor,1,1,1,1,1,91,0.25,,,,,,,,13
Biochar combined with gypsum reduces both nitrogen and carbon losses during agricultural waste composting and enhances overall compost quality by regulating microbial activities and functions,"Qu et al., 2020",China,Bioresource Technology,Manure,Poultry manure,Straw,,Chemical,Gypsum,,,,12.5,60,7.17622,1.82,45.5,25,2.34327,0,,,0.190718,0.608186,,7.06294,,,,1.94651,95.8929,,,0.111581,5.879,19.0748,,,3.65344,,57.9821,,,,17.0414,Reactor,1,1,1,1,1,91,0.25,,,,,,,,13
Biochar combined with gypsum reduces both nitrogen and carbon losses during agricultural waste composting and enhances overall compost quality by regulating microbial activities and functions,"Qu et al., 2020",China,Bioresource Technology,Manure,Poultry manure,Straw,,Mixture,Biochar ,Gypsum,,,25,60,7.26434,1.76,44,25,1.79858,0,,,0.184286,0.608131,,7.16364,,,,1.64012,126.429,,,0.0858634,4.53381,8.79526,,,2.32943,,46.8214,,,,10.8284,Reactor,1,1,1,1,1,91,0.25,,,,,,,,13
Biochar combined with gypsum reduces both nitrogen and carbon losses during agricultural waste composting and enhances overall compost quality by regulating microbial activities and functions,"Qu et al., 2020",China,Bioresource Technology,Manure,Poultry manure,Straw,,None,,,,,0,60,7.55385,1.67,50.1,30,0.805674,0,,,0.111427,0.976888,,7.3021,,,,0.528066,96.9643,,,0.0515755,11.9573,26.1098,,,7.81575,,65.3036,,,,21.8343,Reactor,1,1,1,1,1,91,0.25,,,,,,,,13
Biochar combined with gypsum reduces both nitrogen and carbon losses during agricultural waste composting and enhances overall compost quality by regulating microbial activities and functions,"Qu et al., 2020",China,Bioresource Technology,Manure,Poultry manure,Straw,,Physical,Biochar,,,,12.5,60,7.5035,1.63,48.9,30,0.703537,0,,,0.0471383,0.977398,,7.22657,,,,0.306771,129.643,,,0.0387184,10.363,19.9734,,,4.11289,,58.9643,,,,11.4497,Reactor,1,1,1,1,1,91,0.25,,,,,,,,13
Biochar combined with gypsum reduces both nitrogen and carbon losses during agricultural waste composting and enhances overall compost quality by regulating microbial activities and functions,"Qu et al., 2020",China,Bioresource Technology,Manure,Poultry manure,Straw,,Chemical,Gypsum,,,,12.5,60,7.15105,1.7,51,30,2.23546,0,,,0.104995,0.976701,,7.07552,,,,1.60041,103.393,,,0.0837216,7.42349,13.265,,,3.05309,,57.625,,,,16.9527,Reactor,1,1,1,1,1,91,0.25,,,,,,,,13
Biochar combined with gypsum reduces both nitrogen and carbon losses during agricultural waste composting and enhances overall compost quality by regulating microbial activities and functions,"Qu et al., 2020",China,Bioresource Technology,Manure,Poultry manure,Straw,,Mixture,Biochar ,Gypsum,,,25,60,7.12587,1.52,45.6,30,2.08227,0,,,0.149999,0.976724,,7.08811,,,,1.5153,130.179,,,0.0580041,7.97153,9.98574,,,2.04637,,51.1071,,,,11.8935,Reactor,1,1,1,1,1,91,0.25,,,,,,,,13
"Nitrogen, carbon, and dry matter losses during composting of livestock manure with two bulking agents as affected by co-amendments of phosphogypsum and zeolite","Sang-Sun Lim et al.,2017",South Korea,Ecological Engineering,Manure,Cow manure,,,None,,,,,0,50,8.3,1.52,35.65,23.45394737,,,0.056,0.028,,,,7.7,1.62,33.39,20.61111111,,,,0.0097,0.0992,0.1145,63.2759,0.1005,,23.37209302,,67.8621,,6.7,,,Reactor,1,1,1,1,1,100,0.00025,0.224,Continuous,0,,100,17.85714286,,1
"Nitrogen, carbon, and dry matter losses during composting of livestock manure with two bulking agents as affected by co-amendments of phosphogypsum and zeolite","Sang-Sun Lim et al.,2017",South Korea,Ecological Engineering,Manure,Cow manure,,,Chemical,Phosphogypsum,,,,50,50,7.2,1.04,23.81,22.89423077,,,0.084,0.042,,,,6.3,1.4,19.66,14.04285714,,,,0.016,0.7975,0.2291,47.069,0.0623,,14.48837209,,68.5241,,6.8,,,Reactor,1,1,1,1,1,100,0.00025,0.336,Continuous,0,,100,11.9047619,,1
"Nitrogen, carbon, and dry matter losses during composting of livestock manure with two bulking agents as affected by co-amendments of phosphogypsum and zeolite","Sang-Sun Lim et al.,2017",South Korea,Ecological Engineering,Manure,Cow manure,,,Physical,Zeolite,,,,50,50,8.3,1.02,23.81,23.34313725,,,0.084,0.042,,,,6.6,1.25,20.11,16.088,,,,0.017,0.3099,0.1236,50,0.0699,,16.25581395,,65.7655,,6.6,,,Reactor,1,1,1,1,1,100,0.00025,0.336,Continuous,0,,100,11.9047619,,1
"Nitrogen, carbon, and dry matter losses during composting of livestock manure with two bulking agents as affected by co-amendments of phosphogypsum and zeolite","Sang-Sun Lim et al.,2017",South Korea,Ecological Engineering,Manure,Cow manure,,,Mixture,Phosphogypsum,Zeolite,,,50,50,7.5,1.03,23.81,23.11650485,,,0.084,0.042,,,,6.2,1.38,19.5,14.13043478,,,,0.0164,0.5357,0.3556,46.7241,0.0833,,19.37209302,,68.0828,,6.8,,,Reactor,1,1,1,1,1,100,0.00025,0.336,Continuous,0,,100,11.9047619,,1
"Nitrogen, carbon, and dry matter losses during composting of livestock manure with two bulking agents as affected by co-amendments of phosphogypsum and zeolite","Sang-Sun Lim et al.,2017",South Korea,Ecological Engineering,Manure,Cow manure,Rice straw,,None,,,,,0,50,8.2,1,37.16,37.16,,,0.112,0.056,,,,6.7,1.13,35.76,31.6460177,,,,0.0206,0.1215,0.0401,58.2759,0.0559,,9.982142857,,64.5517,,13.3,,,Reactor,1,1,1,1,1,100,0.00025,0.448,Continuous,0,,100,8.928571429,,1
"Nitrogen, carbon, and dry matter losses during composting of livestock manure with two bulking agents as affected by co-amendments of phosphogypsum and zeolite","Sang-Sun Lim et al.,2017",South Korea,Ecological Engineering,Manure,Cow manure,Rice straw,,Chemical,Phosphogypsum,,,,25,50,7,0.82,29.73,36.25609756,,,0.14,0.07,,,,6.3,0.98,28.41,28.98979592,,,,0.0298,0.3631,0.0338,49.3103,0.0755,,13.01724138,,59.3655,,12.2,,,Reactor,1,1,1,1,1,100,0.00025,0.56,Continuous,0,,100,7.142857143,,1
"Nitrogen, carbon, and dry matter losses during composting of livestock manure with two bulking agents as affected by co-amendments of phosphogypsum and zeolite","Sang-Sun Lim et al.,2017",South Korea,Ecological Engineering,Manure,Cow manure,Rice straw,,Physical,Zeolite,,,,25,50,8,0.8,29.73,37.1625,,,0.14,0.07,,,,6.8,0.93,28.86,31.03225806,,,,0.032,0.1671,0.0385,46.5517,0.066,,11.78571429,,55.7241,,11.4,,,Reactor,1,1,1,1,1,100,0.00025,0.56,Continuous,0,,100,7.142857143,,1
"Nitrogen, carbon, and dry matter losses during composting of livestock manure with two bulking agents as affected by co-amendments of phosphogypsum and zeolite","Sang-Sun Lim et al.,2017",South Korea,Ecological Engineering,Manure,Cow manure,Rice straw,,Mixture,Phosphogypsum,Zeolite,,,25,50,7.3,0.81,29.73,36.7037037,,,0.14,0.07,,,,6.2,0.98,28.33,28.90816327,,,,0.0298,0.3001,0.0989,48.4483,0.0624,,10.94736842,,59.3655,,12.2,,,Reactor,1,1,1,1,1,100,0.00025,0.56,Continuous,0,,100,7.142857143,,1
"Nitrogen, carbon, and dry matter losses during composting of livestock manure with two bulking agents as affected by co-amendments of phosphogypsum and zeolite","Sang-Sun Lim et al.,2017",South Korea,Ecological Engineering,Manure,Cow manure,Sawdust,,None,,,,,0,50,7.7,0.85,40.41,47.54117647,,,0.112,0.056,,,,6.4,1.23,40.32,32.7804878,,,,0.0215,0.0959,0.0005,44.3103,0.029,,6.041666667,,61.6828,,13.9,,,Reactor,1,1,1,1,1,100,0.00025,0.448,Continuous,0,,100,8.928571429,,1
"Nitrogen, carbon, and dry matter losses during composting of livestock manure with two bulking agents as affected by co-amendments of phosphogypsum and zeolite","Sang-Sun Lim et al.,2017",South Korea,Ecological Engineering,Manure,Cow manure,Sawdust,,Chemical,Phosphogypsum,,,,25,50,6.7,0.7,32.33,46.18571429,,,0.14,0.07,,,,6.2,0.93,32.84,35.31182796,,,,0.0386,0.3248,0.0003,26.8966,0.071,,14.48979592,,43.9172,,10.3,,,Reactor,1,1,1,1,1,100,0.00025,0.56,Continuous,0,,100,7.142857143,,1
"Nitrogen, carbon, and dry matter losses during composting of livestock manure with two bulking agents as affected by co-amendments of phosphogypsum and zeolite","Sang-Sun Lim et al.,2017",South Korea,Ecological Engineering,Manure,Cow manure,Sawdust,,Physical,Zeolite,,,,25,50,7.6,0.68,32.33,47.54411765,,,0.14,0.07,,,,6.5,1,31.18,31.18,,,,0.0341,0.1596,0.0008,28.2759,0.0489,,10.1875,,53.0759,,12.3,,,Reactor,1,1,1,1,1,100,0.00025,0.56,Continuous,0,,100,7.142857143,,1
"Nitrogen, carbon, and dry matter losses during composting of livestock manure with two bulking agents as affected by co-amendments of phosphogypsum and zeolite","Sang-Sun Lim et al.,2017",South Korea,Ecological Engineering,Manure,Cow manure,Sawdust,,Mixture,Phosphogypsum,Zeolite,,,25,50,6.9,0.69,32.33,46.85507246,,,0.14,0.07,,,,6.5,0.95,31.95,33.63157895,,,,0.0341,0.3113,0.0014,33.7931,0.0784,,16.33333333,,51.6414,,12.1,,,Reactor,1,1,1,1,1,100,0.00025,0.56,Continuous,0,,100,7.142857143,,1
