Period (d),Initial GI (%),Initial pH, Composting Method,Compost volume (m3),Application Rate (%DW),Additive_2,V2_Ventilation Interval (min),Material_3,Initial Moisture Content (%),M1_is Enclosed,V5_Ventilation rate (L/min/kg iniDW),Turning times,Material_Main,Initial C/N (%),Additive_4,V1_Ventilation Type,V3_Ventilation Duration (min),V4_Ventilation Day,Additive_3,Material_2,Additive_1,Initial TN (%),Initial TC (%),Final GI (%),NH3-N loss (%),N2O-N loss (%),CH4-C loss (%),CO2-C loss (%)
116.0,27.32884658064516,9.60660118842885,0.0,4.210797122302158,3.1857942468808202,3.0,0.0,2.0,51.55826590008889,1.0,9.012861980260913,7.0,8,39.09310352791264,1.0,0.0,2.0510108653138626,63.0,4.0,4.0,24.0,2.1457865217391303,83.88545464314738,96.74306800000004,6.1863912359841455,0.8304425477981567,0.2100743684048595,26.39859977247167
108.0,27.328846580645163,5.970576417825867,2.0,4.210797122302158,2.350305729542137,13.0,0.0,3.0,52.99698704156845,0.0,2.651026891590307,16.0,8,8.061428751078548,1.0,0.0,29.317613136258785,83.0,4.0,14.0,23.0,1.1016240162022504,17.298105160024658,96.567811,1000000.0,1000000.0,1000000.0,1000000.0
122.0,27.32884658064516,8.534073078498997,2.0,4.210797122302158,6.044578215335462,12.0,0.0,5.0,78.12134718319538,0.0,9.214918277230613,6.0,8,30.133881792716508,1.0,0.0,4.954318967437869,80.0,4.0,12.0,25.0,2.1457865217391303,64.66087739849127,98.28567400000003,6.450958644284935,1.0732425451278687,0.18559719628805907,29.248690068664832
34.0,27.32884658064516,11.81002526785634,2.0,4.210797122302158,0.9812536683954931,5.0,0.0,2.0,72.58564879878604,0.0,0.0,25.0,8,24.522127432995834,1.0,2.0,0.0,0.0,4.0,0.0,11.0,2.1457865217391303,52.61925053009184,96.109774,1.821352727486694,1.0096160173416138,0.20820034778532037,27.839393341038203
79.0,27.32884658064516,4.330234730987887,0.0,4.210797122302158,2.4233496833003842,9.0,0.0,3.0,81.85613861389642,1.0,5.332581699939699,17.0,8,14.951783927620678,1.0,0.0,2.924630921362459,57.0,4.0,12.0,8.0,2.1457865217391303,32.08333642784421,99.22409100000003,6.931697033138898,0.48354244232177734,0.20765011699517397,26.884333018462808
56.0,27.32884658064516,8.418219660777808,1.0,4.210797122302158,6.567656267915385,3.0,0.0,3.0,67.23364035546211,0.0,0.0,13.0,8,22.444716149152523,1.0,2.0,0.0,0.0,4.0,0.0,16.0,2.1457865217391303,48.16156939711208,95.151548,2.4180224256202236,1.0170817375183105,0.2391877857050095,28.035677864434707
99.0,27.328846580645163,5.079841788463982,1.0,4.210797122302158,6.597651258374796,12.0,0.0,3.0,72.69403553954415,1.0,0.0,21.0,8,16.617319873750155,1.0,2.0,0.0,0.0,4.0,4.0,20.0,2.1457865217391303,35.65722101252087,95.151548,1.8898034552237601,0.6996117830276489,0.24088304034226146,23.631636514695714
61.0,27.32884658064516,5.879562231506438,1.0,4.210797122302158,0.49073668148731486,3.0,0.0,0.0,63.32556119163822,0.0,0.0,18.0,8,26.484650138713036,1.0,2.0,0.0,0.0,4.0,5.0,11.0,2.1457865217391303,60.85591375521213,96.53304299999999,1.1946325976049104,0.695666491985321,0.20244493305169514,1000000.0
90.0,27.32884658064516,5.7307673418118465,1.0,4.210797122302158,3.4083786832565544,11.0,0.0,0.0,59.66961741105782,1.0,0.0,14.0,8,7.6876909471398935,1.0,2.0,0.0,0.0,4.0,0.0,27.0,2.1457865217391303,16.49614361766871,95.259458,5.840847093941283,0.7011374235153198,0.2677535294693934,24.72525168599376
106.0,27.32884658064516,11.878313408902443,0.0,4.210797122302158,0.8395587149089723,12.0,0.0,0.0,74.30559139454337,1.0,0.0,23.0,8,26.674889572217218,1.0,2.0,0.0,0.0,4.0,0.0,31.0,2.1457865217391303,57.23861851294338,96.109774,3.7225249061116963,1.0096160173416138,0.24152478951349154,24.49917657534552
