ID,Title,Author,Location,Journal,Material_Main,Material_2,Material_3,Additive Species,Additive_1,Additive_2,Additive_3,Additive_4,Application Rate (%DW),Initial Moisture Content (%),Initial pH,Initial TN (%),Initial TC (%),Initial C/N (%),Initial EC (ms/cm),Initial GI (%),Initial FW (kg),Initial DW (kg),Initial NH3-N (g/kg),Initial NO2-N (g/kg),Final Moisture Content (%),Final pH,Final TN (%),Final TC (%),Final C/N (%),Final EC (ms/cm),Final GI (%),Final FW (kg),Final DW (kg),Final NH3-N (g/kg),Final NO2-N (g/kg),TN loss (%),NH3-N (g),N2O-N (g),NH3-N loss (%),N2O-N loss (%),TC loss (%),CH4-C (g),CO2-C (g),CH4-C loss (%),CO2-C loss (%),Method,M1_isEnclosed,M2_isTurning,M3_isForce aeration,M4_isVessel,M5_isReactor,Period (d),Compost volume (m3),Initial density (kg/L),V1_Ventilation Type,V2_Ventilation Interval (min),V3_Ventilation Duration (min),V4_Ventilation Day,V5_Ventilation rate (L/min/kg iniDW),V6_Extra,Turning times
16,Composting domestic sewage sludge with natural zeolites in a rotary drum reactor,"J. Villase?or et al.,2011",Spain,Bioresource Technology,Sewage sludge,Barley straw,-,Physical,Zeolite,-,-,-,25,56.0494,,,,,,,,,,,35.0617,,,,,,,,,,,,,,42.00049412,,56.2698,,,,,Reactor,1,1,1,1,1,,,,,,,,,,
16,Composting domestic sewage sludge with natural zeolites in a rotary drum reactor,"J. Villase?or et al.,2011",Spain,Bioresource Technology,Sewage sludge,Barley straw,-,Physical,Zeolite,-,-,-,25,61.2346,,,,,,,,,,,33.8272,,,,,,,,,,,,,,52.22403529,,52.993,,,,,Reactor,1,1,1,1,1,,,,,,,,,,
16,Composting domestic sewage sludge with natural zeolites in a rotary drum reactor,"J. Villase?or et al.,2011",Spain,Bioresource Technology,Sewage sludge,Barley straw,-,Physical,Zeolite,-,-,-,25,55.0617,,,,,,,,,,,37.7778,,,,,,,,,,,,,,36.04332941,,45.3554,,,,,Reactor,1,1,1,1,1,,,,,,,,,,
16,Composting domestic sewage sludge with natural zeolites in a rotary drum reactor,"J. Villase?or et al.,2011",Spain,Bioresource Technology,Sewage sludge,Barley straw,-,Physical,Zeolite,-,-,-,10,65.679,,,,,,,,,,,55.5556,,,,,,,,,,,,,,43.65751765,,32.0312,,,,,Reactor,1,1,1,1,1,,,,,,,,,,
16,Composting domestic sewage sludge with natural zeolites in a rotary drum reactor,"J. Villase?or et al.,2011",Spain,Bioresource Technology,Sewage sludge,Barley straw,-,Physical,Zeolite,-,-,-,40,46.9136,,,,,,,,,,,50.1235,,,,,,,,,,,,,,27.44831765,,47.5733,,,,,Reactor,1,1,1,1,1,,,,,,,,,,
17,不同化学添加剂对猪粪堆肥中氮素损失的控制,"Chunmei Shi et al.,2011",China,Journal of Agro-Environment Science (in Chinese),Swine manure,Corn stalk,-,None,-,-,-,-,0,,8.23826,,,20.7524,,54.4441,,,5.11732,0.110738,,8.48658,,,12.1754,,89.82,,,2.09999,0.271253,31.51,,,23.2,,,,,,,Reactor,1,1,1,1,1,39,0.06,,Continuous,0,-,39,,-,5
17,不同化学添加剂对猪粪堆肥中氮素损失的控制,"Chunmei Shi et al.,2011",China,Journal of Agro-Environment Science (in Chinese),Swine manure,Corn stalk,-,Chemical,Mg(OH)?,H?PO?,-,-,,,8.10403,,,20.7524,,36.1111,,,6.36872,0.0922819,,8.03691,,,8.43275,,99.54,,,6.54688,0.192394,13.15,,,9.6,,,,,,,Reactor,1,1,1,1,1,39,0.06,,Continuous,0,-,39,,-,5
17,不同化学添加剂对猪粪堆肥中氮素损失的控制,"Chunmei Shi et al.,2011",China,Journal of Agro-Environment Science (in Chinese),Swine manure,Corn stalk,-,Chemical,H?PO?,-,-,-,,,6.68792,,,20.7524,,53.8882,,,8.9162,0.0805369,,7.57383,,,11.3957,,69.87,,,9.45195,0.23434,11.5,,,7.1,,,,,,,Reactor,1,1,1,1,1,39,0.06,,Continuous,0,-,39,,-,5
17,不同化学添加剂对猪粪堆肥中氮素损失的控制,"Chunmei Shi et al.,2011",China,Journal of Agro-Environment Science (in Chinese),Swine manure,Corn stalk,-,Chemical,KH?PO?,MgO,-,-,,,7.7349,,,20.7524,,26.3889,,,5.63128,0.0766219,,7.45973,,,9.21248,,118.24,,,6.81507,0.207494,10.69,,,8.46,,,,,,,Reactor,1,1,1,1,1,39,0.06,,Continuous,0,-,39,,-,5
17,不同化学添加剂对猪粪堆肥中氮素损失的控制,"Chunmei Shi et al.,2011",China,Journal of Agro-Environment Science (in Chinese),Swine manure,Corn stalk,-,Chemical,Ca(H?PO?)?,MgO,-,-,,,6.84899,,,20.7524,,40.8333,,,6.65924,0.0704698,,7.33893,,,9.64912,,107.42,,,9.20614,0.189038,7.59,,,5.45,,,,,,,Reactor,1,1,1,1,1,39,0.06,,Continuous,0,-,39,,-,5
18,除臭菌株对NH3和H2S释放及物质转化的影响,"Chunmei Liu et al.,2011",China,Journal of Agro-Environment Science (in Chinese),Cow manure,Straw,-,None,-,-,-,-,0,65,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turning,0,1,0,1,0,15,3.6,,None,-,-,-,-,-,
18,除臭菌株对NH3和H2S释放及物质转化的影响,"Chunmei Liu et al.,2011",China,Journal of Agro-Environment Science (in Chinese),Cow manure,Straw,-,Biological,Microbiological agent,-,-,-,0.5,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turning,0,1,0,1,0,15,3.6,,None,-,-,-,-,-,
18,除臭菌株对NH3和H2S释放及物质转化的影响,"Chunmei Liu et al.,2011",China,Journal of Agro-Environment Science (in Chinese),Cow manure,Straw,-,Biological,Microbiological agent,-,-,-,0.5,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turning,0,1,0,1,0,15,3.6,,None,-,-,-,-,-,
18,除臭菌株对NH3和H2S释放及物质转化的影响,"Chunmei Liu et al.,2011",China,Journal of Agro-Environment Science (in Chinese),Cow manure,Straw,-,Biological,Microbiological agent,-,-,-,0.5,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turning,0,1,0,1,0,15,3.6,,None,-,-,-,-,-,
18,除臭菌株对NH3和H2S释放及物质转化的影响,"Chunmei Liu et al.,2011",China,Journal of Agro-Environment Science (in Chinese),Cow manure,Straw,-,Biological,Microbiological agent,-,-,-,0.5,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turning,0,1,0,1,0,15,3.6,,None,-,-,-,-,-,
18,除臭菌株对NH3和H2S释放及物质转化的影响,"Chunmei Liu et al.,2011",China,Journal of Agro-Environment Science (in Chinese),Cow manure,Straw,-,Biological,Microbiological agent,-,-,-,0.5,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Turning,0,1,0,1,0,15,3.6,,None,-,-,-,-,-,
19,沸石作为添加剂对鸡粪高温堆肥氨挥发的影响,"Yiming Luo et al.,2011",China,Transactions of the Chinese Society of Agricultural Engineering(in Chinese),Poultry manure,Corn stalk,-,None,-,-,-,-,0,60,8.01542,2.8,33.8,12,3.9816,,,,3.91837,,,8.76872,,,,4.98773,,,,2.88435,,,,,,,,,,,,Windrow,0,1,0,0,0,46,1,,None,-,-,-,-,-,2
19,沸石作为添加剂对鸡粪高温堆肥氨挥发的影响,"Yiming Luo et al.,2011",China,Transactions of the Chinese Society of Agricultural Engineering(in Chinese),Poultry manure,Corn stalk,-,Physical,Zeolite,-,-,-,25,60,7.7511,,,,3.26994,,,,2.4898,,,8.47137,,,,4.07975,,,,3.76871,,,,,,,,,,,,Windrow,0,1,0,0,0,46,1,,None,-,-,-,-,-,2
20,化学改良剂对稻草猪粪堆肥氨气释放规律及其腐熟进程的影响,"Bing Li et al.,2008",China,Journal of Agro-Environment Science (in Chinese),Swine manure,Straw,-,None,-,-,-,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Static,0,0,0,0,0,55,,,None,-,-,-,-,-,-
20,化学改良剂对稻草猪粪堆肥氨气释放规律及其腐熟进程的影响,"Bing Li et al.,2008",China,Journal of Agro-Environment Science (in Chinese),Swine manure,Straw,-,Chemical,CaSO?,-,-,-,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Static,0,0,0,0,0,55,,,None,-,-,-,-,-,-
20,化学改良剂对稻草猪粪堆肥氨气释放规律及其腐熟进程的影响,"Bing Li et al.,2008",China,Journal of Agro-Environment Science (in Chinese),Swine manure,Straw,-,Chemical,Al?(SO?)?,-,-,-,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Static,0,0,0,0,0,55,,,None,-,-,-,-,-,-
20,化学改良剂对稻草猪粪堆肥氨气释放规律及其腐熟进程的影响,"Bing Li et al.,2008",China,Journal of Agro-Environment Science (in Chinese),Swine manure,Straw,-,Chemical,CaCl?,-,-,-,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Static,0,0,0,0,0,55,,,None,-,-,-,-,-,-
20,化学改良剂对稻草猪粪堆肥氨气释放规律及其腐熟进程的影响,"Bing Li et al.,2008",China,Journal of Agro-Environment Science (in Chinese),Swine manure,Straw,-,Chemical,Superphosphate,-,-,-,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Static,0,0,0,0,0,55,,,None,-,-,-,-,-,-
20,化学改良剂对稻草猪粪堆肥氨气释放规律及其腐熟进程的影响,"Bing Li et al.,2008",China,Journal of Agro-Environment Science (in Chinese),Swine manure,Straw,-,Chemical,H?PO?,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Static,0,0,0,0,0,55,,,None,-,-,-,-,-,-
20,化学改良剂对稻草猪粪堆肥氨气释放规律及其腐熟进程的影响,"Bing Li et al.,2008",China,Journal of Agro-Environment Science (in Chinese),Swine manure,Straw,-,Chemical,H?SO?,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Static,0,0,0,0,0,55,,,None,-,-,-,-,-,-
21,氯化铁和过磷酸钙控制堆肥氮素损失的效果研究,"Xiaofeng Lin et al.,2008",China,Journal of Agro-Environment Science (in Chinese),Poultry manure,Wheat straw,-,None,-,-,-,-,0,60,,2.66,37.6922,14.17,,,,,10,0.220048,,,1.81678,10.53932246,5.8011,,,,,5.98361,0.500126,,,,,,,,,,,Static,1,0,1,1,0,36,,,Continuous,0,-,36,,-,-
21,氯化铁和过磷酸钙控制堆肥氮素损失的效果研究,"Xiaofeng Lin et al.,2008",China,Journal of Agro-Environment Science (in Chinese),Poultry manure,Wheat straw,-,Chemical,FeCl?,-,-,-,5.15,60,,2.66,37.6922,14.17,,,,,10,0.220048,,,2.46811,15.74955289,6.38122,,,,,7.29508,0.306967,,,,,,,,,,,Static,1,0,1,1,0,36,,,Continuous,0,-,36,,-,-
21,氯化铁和过磷酸钙控制堆肥氮素损失的效果研究,"Xiaofeng Lin et al.,2008",China,Journal of Agro-Environment Science (in Chinese),Poultry manure,Wheat straw,-,Chemical,FeCl?,-,-,-,9.49,60,,2.66,37.6922,14.17,,,,,10,0.220048,,,2.29713,18.08514369,7.87293,,,,,14.0984,0.313804,,,,,,,,,,,Static,1,0,1,1,0,36,,,Continuous,0,-,36,,-,-
21,氯化铁和过磷酸钙控制堆肥氮素损失的效果研究,"Xiaofeng Lin et al.,2008",China,Journal of Agro-Environment Science (in Chinese),Poultry manure,Wheat straw,-,Chemical,FeCl?,-,-,-,12.1,60,,2.66,37.6922,14.17,,,,,10,0.220048,,,2.46955,15.75874185,6.38122,,,,,15.8197,0.396196,,,,,,,,,,,Static,1,0,1,1,0,36,,,Continuous,0,-,36,,-,-
21,氯化铁和过磷酸钙控制堆肥氮素损失的效果研究,"Xiaofeng Lin et al.,2008",China,Journal of Agro-Environment Science (in Chinese),Poultry manure,Wheat straw,-,Chemical,FeCl?,-,-,-,17.63,60,,2.66,37.6922,14.17,,,,,10,0.220048,,,2.12689,13.66027006,6.42265,,,,,18.4426,0.458588,,,,,,,,,,,Static,1,0,1,1,0,36,,,Continuous,0,-,36,,-,-
21,氯化铁和过磷酸钙控制堆肥氮素损失的效果研究,"Xiaofeng Lin et al.,2008",China,Journal of Agro-Environment Science (in Chinese),Poultry manure,Wheat straw,-,Physical,Superphosphate,-,-,-,5.2,60,,2.66,37.6922,14.17,,,,,10,0.220048,,,2.43483,15.23451218,6.25691,,,,,7.95082,0.687646,,,,,,,,,,,Static,1,0,1,1,0,36,,,Continuous,0,-,36,,-,-
21,氯化铁和过磷酸钙控制堆肥氮素损失的效果研究,"Xiaofeng Lin et al.,2008",China,Journal of Agro-Environment Science (in Chinese),Poultry manure,Wheat straw,-,Physical,Superphosphate,-,-,-,8.26,60,,2.66,37.6922,14.17,,,,,10,0.220048,,,2.57108,13.74319392,5.3453,,,,,10.082,0.627817,,,,,,,,,,,Static,1,0,1,1,0,36,,,Continuous,0,-,36,,-,-
21,氯化铁和过磷酸钙控制堆肥氮素损失的效果研究,"Xiaofeng Lin et al.,2008",China,Journal of Agro-Environment Science (in Chinese),Poultry manure,Wheat straw,-,Physical,Superphosphate,-,-,-,9.99,60,,2.66,37.6922,14.17,,,,,10,0.220048,,,2.49048,15.58270922,6.25691,,,,,8.60656,0.601323,,,,,,,,,,,Static,1,0,1,1,0,36,,,Continuous,0,-,36,,-,-
21,氯化铁和过磷酸钙控制堆肥氮素损失的效果研究,"Xiaofeng Lin et al.,2008",China,Journal of Agro-Environment Science (in Chinese),Poultry manure,Wheat straw,-,Physical,Superphosphate,-,-,-,15.17,60,,2.66,37.6922,14.17,,,,,10,0.220048,,,2.46408,12.5586519,5.09669,,,,,10.6557,0.337053,,,,,,,,,,,Static,1,0,1,1,0,36,,,Continuous,0,-,36,,-,-
21,氯化铁和过磷酸钙控制堆肥氮素损失的效果研究,"Xiaofeng Lin et al.,2008",China,Journal of Agro-Environment Science (in Chinese),Poultry manure,Wheat straw,-,Chemical,FeCl?,Superphosphate,-,-,5.8,60,,2.66,37.6922,14.17,,,,,10,0.220048,,,2.43767,17.97949824,7.37569,,,,,8.27869,0.295002,,,,,,,,,,,Static,1,0,1,1,0,36,,,Continuous,0,-,36,,-,-
21,氯化铁和过磷酸钙控制堆肥氮素损失的效果研究,"Xiaofeng Lin et al.,2008",China,Journal of Agro-Environment Science (in Chinese),Poultry manure,Wheat straw,-,Chemical,FeCl?,Superphosphate,-,-,10.8,60,,2.66,37.6922,14.17,,,,,10,0.220048,,,2.58299,24.40282385,9.44751,,,,,9.2623,0.357397,,,,,,,,,,,Static,1,0,1,1,0,36,,,Continuous,0,-,36,,-,-
21,氯化铁和过磷酸钙控制堆肥氮素损失的效果研究,"Xiaofeng Lin et al.,2008",China,Journal of Agro-Environment Science (in Chinese),Poultry manure,Wheat straw,-,Chemical,FeCl?,Superphosphate,-,-,15.94,60,,2.66,37.6922,14.17,,,,,10,0.220048,,,2.62889,18.08268842,6.87845,,,,,15.5738,0.339789,,,,,,,,,,,Static,1,0,1,1,0,36,,,Continuous,0,-,36,,-,-
21,氯化铁和过磷酸钙控制堆肥氮素损失的效果研究,"Xiaofeng Lin et al.,2008",China,Journal of Agro-Environment Science (in Chinese),Poultry manure,Wheat straw,-,Chemical,FeCl?,Superphosphate,-,-,19.66,60,,2.66,37.6922,14.17,,,,,10,0.220048,,,2.44888,14.51061804,5.92541,,,,,13.3607,,,,,,,,,,,,Static,1,0,1,1,0,36,,,Continuous,0,-,36,,-,-
22,镁盐添加对猪粪堆肥过程中氮、磷养分保留的影响,"Yu Yang et al.,2008",China,Environmental Science (in Chinese),Swine manure,Sawdust,-,None,-,-,-,-,0,61.8,6.33927,2.86133,47.211945,16.5,,,15.32,5.85224,3.54381,,,8.55779,2.31954,,,,,,,2.08763,,,46.61176471,,34.9,,,,,,,Reactor,1,0,1,1,1,26,0.0212,0.722641509,Continuous,0,-,26,0.911331957,-,0
22,镁盐添加对猪粪堆肥过程中氮、磷养分保留的影响,"Yu Yang et al.,2008",China,Environmental Science (in Chinese),Swine manure,Sawdust,-,Chemical,MgCl?,-,-,-,0.56,61.8,6.19896,2.98895,,,,,15.35,5.8637,3.73711,,,7.92005,2.72378,,,,,,,3.28608,,,19.97058824,,15,,,,,,,Reactor,1,0,1,1,1,26,0.0212,0.724056604,Continuous,0,-,26,0.909550852,-,0
23,氢氧化镁和磷酸固定剂控制堆肥氮素损失的研究,"Limei Ren et al.,2009",China,Journal of Agro-Environment Science (in Chinese),Poultry manure,Wheat bran,-,None,-,-,-,-,0,45,,2.4,32.2,13.42,,,,,6.54828,,,,1.41892,,,,,,,10.9718,,,,,,,,,,,,Reactor,1,1,0,1,1,19,,,None,-,-,-,-,-,
23,氢氧化镁和磷酸固定剂控制堆肥氮素损失的研究,"Limei Ren et al.,2009",China,Journal of Agro-Environment Science (in Chinese),Poultry manure,Wheat bran,-,Chemical,Mg(OH)?,H?PO?,H?O,-,4.4,,,2.4,32.2,13.42,,,,,6.54828,,,,3.06757,,,,,,,9.41205,,,,,,,,,,,,Reactor,1,1,0,1,1,19,,,None,-,-,-,-,-,
23,氢氧化镁和磷酸固定剂控制堆肥氮素损失的研究,"Limei Ren et al.,2009",China,Journal of Agro-Environment Science (in Chinese),Poultry manure,Wheat bran,-,Chemical,Mg(OH)?,H?PO?,H?O,-,8.8,,,2.4,32.2,13.42,,,,,6.54828,,,,3.09459,,,,,,,9.19746,,,,,,,,,,,,Reactor,1,1,0,1,1,19,,,None,-,-,-,-,-,
23,氢氧化镁和磷酸固定剂控制堆肥氮素损失的研究,"Limei Ren et al.,2009",China,Journal of Agro-Environment Science (in Chinese),Poultry manure,Wheat bran,-,Chemical,Mg(OH)?,H?PO?,H?O,-,13.2,,,2.4,32.2,13.42,,,,,6.54828,,,,3.05405,,,,,,,10.3987,,,,,,,,,,,,Reactor,1,1,0,1,1,19,,,None,-,-,-,-,-,
23,氢氧化镁和磷酸固定剂控制堆肥氮素损失的研究,"Limei Ren et al.,2009",China,Journal of Agro-Environment Science (in Chinese),Poultry manure,Wheat bran,-,Chemical,Mg(OH)?,H?PO?,H?O,-,17.8,,,2.4,32.2,13.42,,,,,6.54828,,,,3.14865,,,,,,,11.8479,,,,,,,,,,,,Reactor,1,1,0,1,1,19,,,None,-,-,-,-,-,
23,氢氧化镁和磷酸固定剂控制堆肥氮素损失的研究,"Limei Ren et al.,2009",China,Journal of Agro-Environment Science (in Chinese),Poultry manure,Wheat bran,-,Chemical,Mg(OH)?,H?PO?,H?O,-,22,,,2.4,32.2,13.42,,,,,6.54828,,,,3.24324,,,,,,,11.3501,,,,,,,,,,,,Reactor,1,1,0,1,1,19,,,None,-,-,-,-,-,
23,氢氧化镁和磷酸固定剂控制堆肥氮素损失的研究,"Limei Ren et al.,2009",China,Journal of Agro-Environment Science (in Chinese),Poultry manure,Wheat bran,-,Chemical,Mg(OH)?,H?PO?,H?O,-,3.4,,,2.4,32.2,13.42,,,,,6.54828,,,,3.09459,,,,,,,6.53378,,,,,,,,,,,,Reactor,1,1,0,1,1,19,,,None,-,-,-,-,-,
23,氢氧化镁和磷酸固定剂控制堆肥氮素损失的研究,"Limei Ren et al.,2009",China,Journal of Agro-Environment Science (in Chinese),Poultry manure,Wheat bran,-,Chemical,Mg(OH)?,H?PO?,H?O,-,6.9,,,2.4,32.2,13.42,,,,,6.54828,,,,3.10811,,,,,,,15.8412,,,,,,,,,,,,Reactor,1,1,0,1,1,19,,,None,-,-,-,-,-,
23,氢氧化镁和磷酸固定剂控制堆肥氮素损失的研究,"Limei Ren et al.,2009",China,Journal of Agro-Environment Science (in Chinese),Poultry manure,Wheat bran,-,Chemical,Mg(OH)?,H?PO?,H?O,-,10.3,,,2.4,32.2,13.42,,,,,6.54828,,,,3.25676,,,,,,,10.5647,,,,,,,,,,,,Reactor,1,1,0,1,1,19,,,None,-,-,-,-,-,
23,氢氧化镁和磷酸固定剂控制堆肥氮素损失的研究,"Limei Ren et al.,2009",China,Journal of Agro-Environment Science (in Chinese),Poultry manure,Wheat bran,-,Chemical,Mg(OH)?,H?PO?,H?O,-,13.7,,,2.4,32.2,13.42,,,,,6.54828,,,,3.09459,,,,,,,10.1731,,,,,,,,,,,,Reactor,1,1,0,1,1,19,,,None,-,-,-,-,-,
23,氢氧化镁和磷酸固定剂控制堆肥氮素损失的研究,"Limei Ren et al.,2009",China,Journal of Agro-Environment Science (in Chinese),Poultry manure,Wheat bran,-,Chemical,Mg(OH)?,H?PO?,H?O,-,17.2,,,2.4,32.2,13.42,,,,,6.54828,,,,3.21622,,,,,,,7.19744,,,,,,,,,,,,Reactor,1,1,0,1,1,19,,,None,-,-,-,-,-,
23,氢氧化镁和磷酸固定剂控制堆肥氮素损失的研究,"Limei Ren et al.,2009",China,Journal of Agro-Environment Science (in Chinese),Poultry manure,Wheat bran,-,Chemical,Mg(OH)?,H?PO?,H?O,-,2.5,,,2.4,32.2,13.42,,,,,6.54828,,,,3.24324,,,,,,,11.2306,,,,,,,,,,,,Reactor,1,1,0,1,1,19,,,None,-,-,-,-,-,
23,氢氧化镁和磷酸固定剂控制堆肥氮素损失的研究,"Limei Ren et al.,2009",China,Journal of Agro-Environment Science (in Chinese),Poultry manure,Wheat bran,-,Chemical,Mg(OH)?,H?PO?,H?O,-,5,,,2.4,32.2,13.42,,,,,6.54828,,,,3.27027,,,,,,,15.4054,,,,,,,,,,,,Reactor,1,1,0,1,1,19,,,None,-,-,-,-,-,
23,氢氧化镁和磷酸固定剂控制堆肥氮素损失的研究,"Limei Ren et al.,2009",China,Journal of Agro-Environment Science (in Chinese),Poultry manure,Wheat bran,-,Chemical,Mg(OH)?,H?PO?,H?O,-,7.4,,,2.4,32.2,13.42,,,,,6.54828,,,,3.28378,,,,,,,8.99617,,,,,,,,,,,,Reactor,1,1,0,1,1,19,,,None,-,-,-,-,-,
23,氢氧化镁和磷酸固定剂控制堆肥氮素损失的研究,"Limei Ren et al.,2009",China,Journal of Agro-Environment Science (in Chinese),Poultry manure,Wheat bran,-,Chemical,Mg(OH)?,H?PO?,H?O,-,10,,,2.4,32.2,13.42,,,,,6.54828,,,,3.28378,,,,,,,9.87881,,,,,,,,,,,,Reactor,1,1,0,1,1,19,,,None,-,-,-,-,-,
23,氢氧化镁和磷酸固定剂控制堆肥氮素损失的研究,"Limei Ren et al.,2009",China,Journal of Agro-Environment Science (in Chinese),Poultry manure,Wheat bran,-,Chemical,Mg(OH)?,H?PO?,H?O,-,12.4,,,2.4,32.2,13.42,,,,,6.54828,,,,3.24324,,,,,,,14.9032,,,,,,,,,,,,Reactor,1,1,0,1,1,19,,,None,-,-,-,-,-,
24,添加剂对猪粪秸秆堆肥的氮素损失控制效果,"Danyang Li et al.,2016",China,Transactions of the Chinese Society of Agricultural Engineering(in Chinese),Swine manure,Corn stalk,-,None,-,-,-,-,0,70.4,7.24574,2.09,42.4,20.3,,68.0323,,,4.59661,0.0397628,,7.80824,2.6111,,,,116.28,,,2.23729,0.0535968,33.01,56.79931765,,31.32,0.73,,,,,,Reactor,1,1,1,1,1,35,0.06,,Continuous,0,-,35,0.38,-,4
24,添加剂对猪粪秸秆堆肥的氮素损失控制效果,"Danyang Li et al.,2016",China,Transactions of the Chinese Society of Agricultural Engineering(in Chinese),Swine manure,Corn stalk,-,Chemical,Mg(OH)?,H?PO?,-,-,4.56,,7.82614,2.17362,,,,66.1456,,,0.610169,0.0516206,,7.71108,2.65277,,,,108.464,,,1.52542,0.0429249,31.48,39.20848235,,21.79,1.45,,,,,,Reactor,1,1,1,1,1,35,0.06,,Continuous,0,-,35,0.38,-,4
24,添加剂对猪粪秸秆堆肥的氮素损失控制效果,"Danyang Li et al.,2016",China,Transactions of the Chinese Society of Agricultural Engineering(in Chinese),Swine manure,Corn stalk,-,Chemical,Mg(OH)?,Superphosphate,-,-,6.48,,7.85682,2.40973,,,,80.7008,,,2.31864,0.0796838,,7.52699,2.68054,,,,124.906,,,5.51186,0.0713834,28.63,33.06231765,,14.21,1.29,,,,,,Reactor,1,1,1,1,1,35,0.06,,Continuous,0,-,35,0.38,-,4
25,添加竹炭对猪粪堆肥过程中升温脱水及氮素损失的影响,"Xiangdong Huang et al.,2014",China,Chinese Journal of Applied Ecology(in Chinese)?,Swine manure,Sawdust,-,None,-,-,-,-,0,66.4,,0.980344,,,,,114,38.304,1.16723,0.0481132,43.5,,1.39607,,,,,,,0.676909,0.270283,36.8,,,,,,,,,,Static,0,1,1,0,0,56,0.4,0.285,Continuous,0,-,21,0.333,-,5
25,添加竹炭对猪粪堆肥过程中升温脱水及氮素损失的影响,"Xiangdong Huang et al.,2014",China,Chinese Journal of Applied Ecology(in Chinese)?,Swine manure,Sawdust,-,Physical,Biochar,-,-,-,8.533432631,64.9,,0.96855,,,,,117.52,41.24952,1.16723,0.0537736,31.9,,1.49631,,,,,,,0.832868,0.469811,26.4,,,,,,,,,,Static,0,1,1,0,0,56,0.4,0.2938,Continuous,0,-,21,0.333,-,5
25,添加竹炭对猪粪堆肥过程中升温脱水及氮素损失的影响,"Xiangdong Huang et al.,2014",China,Chinese Journal of Applied Ecology(in Chinese)?,Swine manure,Sawdust,-,Physical,Biochar,-,-,-,16.52893471,63.7,,1.00688,,,,,121.2766,44.0234058,1.16723,0.0990566,23.5,,1.67322,,,,,,,1.08914,0.51934,16.5,,,,,,,,,,Static,0,1,1,0,0,56,0.4,0.3031915,Continuous,0,-,21,0.333,-,5
25,添加竹炭对猪粪堆肥过程中升温脱水及氮素损失的影响,"Xiangdong Huang et al.,2014",China,Chinese Journal of Applied Ecology(in Chinese)?,Swine manure,Sawdust,-,Physical,Biochar,-,-,-,23.93612138,62.4,,1.03636,,,,,125.2747,47.1032872,1.16723,0.0806604,28.5,,1.73808,,,,,,,0.933147,0.563208,12.7,,,,,,,,,,Static,0,1,1,0,0,56,0.4,0.31318675,Continuous,0,-,21,0.333,-,5
26,猪粪堆肥臭气产生与调控的研究,"Yinbao Wu et al.,2001",China,Transactions of the Chinese Society of Agricultural Engineering(in Chinese),Swine manure,Straw,-,None,-,-,-,-,0,68.8,,,,24.0467,,,,,1.27813,,,,,,18.7938,,,,,0.169396,,,,,,,,,,,,Windrow,0,1,1,0,0,42,2.7,,Intermittent ,240,15,42,-,"0-4d, V3 is 15",8
26,猪粪堆肥臭气产生与调控的研究,"Yinbao Wu et al.,2001",China,Transactions of the Chinese Society of Agricultural Engineering(in Chinese),Swine manure,Straw,-,Chemical,Superphosphate,-,-,-,3.2,,,,,23.93,,,,,1.2681,,,,,,17.6265,,,,,0.502199,,,,,,,,,,,,Windrow,0,1,1,0,0,42,2.7,,Intermittent ,240,15,42,-,"0-4d, V3 is 15",8
26,猪粪堆肥臭气产生与调控的研究,"Yinbao Wu et al.,2001",China,Transactions of the Chinese Society of Agricultural Engineering(in Chinese),Swine manure,Straw,-,Chemical,Superphosphate,-,-,-,4.8,,,,,24.1634,,,,,1.26653,,,,,,21.4786,,,,,0.243907,,,,,,,,,,,,Windrow,0,1,1,0,0,42,2.7,,Intermittent ,240,15,42,-,"0-4d, V3 is 15",8
